epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1088.1,1.95847,2.66379,1.05374,0.50491,0.29866,0.32596,0.16462,1.862,2.08071,1.00564,0.00017661,0.00017661,0.00017661
32,1124.57,1.96976,2.37701,0.9915,0.52693,0.2826,0.34191,0.17928,1.82977,2.09046,0.99603,0.000167997,0.000167997,0.000167997
33,1160.56,1.93907,2.35285,1.03106,0.45223,0.29548,0.33894,0.17889,1.80227,2.1323,0.98572,0.000159384,0.000159384,0.000159384
34,1198.87,1.92676,2.35654,1.01143,0.47783,0.29708,0.33947,0.17661,1.75627,2.11329,0.97396,0.000150771,0.000150771,0.000150771
35,1235.81,1.78836,2.14269,0.99962,0.4803,0.2987,0.35244,0.18891,1.71477,2.03668,0.96918,0.000142158,0.000142158,0.000142158
36,1273.01,1.87138,2.45393,1.02702,0.76274,0.27381,0.35929,0.19233,1.72872,1.97961,0.96922,0.000133545,0.000133545,0.000133545
37,1307.99,1.82418,2.13498,1.01852,0.6912,0.29866,0.35902,0.19392,1.72852,1.96568,0.96507,0.000124932,0.000124932,0.000124932
38,1341.21,1.87944,2.39783,1.02168,0.72427,0.30319,0.3599,0.1944,1.73067,1.96653,0.9634,0.000116319,0.000116319,0.000116319
39,1374.17,1.80415,2.16289,1.0286,0.7546,0.29885,0.35849,0.19642,1.73661,1.97529,0.96495,0.000107706,0.000107706,0.000107706
40,1407.48,1.82261,2.29062,1.02271,0.74667,0.30771,0.36658,0.19868,1.73458,1.95578,0.96466,9.9093e-05,9.9093e-05,9.9093e-05
41,1441.95,1.89101,3.03248,1.05371,0.90091,0.30895,0.38212,0.20095,1.74587,1.93961,0.96876,9.048e-05,9.048e-05,9.048e-05
42,1475.97,1.84248,2.85854,1.04259,0.75753,0.31226,0.38017,0.19145,1.79113,1.95411,0.97725,8.1867e-05,8.1867e-05,8.1867e-05
43,1510.77,1.83737,2.82336,1.02642,0.69195,0.31678,0.37262,0.18671,1.82782,1.98884,0.98219,7.3254e-05,7.3254e-05,7.3254e-05
44,1544.6,1.85008,3.30647,1.03059,0.70724,0.31752,0.36617,0.18532,1.83009,1.98622,0.98183,6.4641e-05,6.4641e-05,6.4641e-05
45,1579.55,1.8595,2.9347,1.03689,0.81307,0.31905,0.35771,0.18676,1.79815,1.96405,0.97777,5.6028e-05,5.6028e-05,5.6028e-05
46,1613.7,1.79662,2.68129,1.0001,0.85283,0.31452,0.35645,0.18962,1.77655,1.95149,0.97343,4.7415e-05,4.7415e-05,4.7415e-05
47,1647.74,1.79593,2.57148,1.02433,0.88806,0.29821,0.35642,0.19181,1.75221,1.93867,0.96904,3.8802e-05,3.8802e-05,3.8802e-05
48,1682.08,1.83614,2.69405,1.01676,0.90124,0.29776,0.35652,0.19279,1.73865,1.93055,0.96744,3.0189e-05,3.0189e-05,3.0189e-05
49,1716.03,1.75811,2.55981,1.0159,0.88892,0.3004,0.35614,0.1934,1.73158,1.93157,0.96649,2.1576e-05,2.1576e-05,2.1576e-05
50,1750.42,1.86102,2.91654,1.00367,0.89874,0.30038,0.35657,0.19735,1.7185,1.91927,0.96432,1.2963e-05,1.2963e-05,1.2963e-05
